"Lord, You are so precious to me,","","Graham Kendrick. * Copyright © 1986 Kingsway's Thankyou Music.","Graham Kendrick","","",
"Lord, You are the author of my life,","","Judy Pruett. * Copyright © 1985 Kingsway's Thankyou Music.","Judy Pruett","","",
"Lord, You are worthy,","","David Baroni. * Copyright © 1992 Pleasant Hill Music/John T. Benson Publishing Co/Adm. by CopyCare.","David Baroni","","",
"Lord, You have my heart;","","Martin Smith. * Copyright © 1992 Kingsway's Thankyou Music.","Martin Smith","SOF #912","",
"Lord, You put a tongue in my mouth","","lan Smale. * Copyright © 1983 Kingsway's Thankyou Music.","lan Smale","","",
"Lord, You see me","","John Hartley & Gary Sadler * Copyright © 2000 worshiptogether.com songs/Adm. by Kingsway Music/& Integrity's Hosanna! Music/Sovereign Music UK","John Hartley | Gary Sadler","","",
"Lord, Your glory fills my heart,","","Craig Musseau. * Copyright © 1990 Mercy/Vineyard Publishing/Adm. by CopyCare.","Craig Musseau","","",
"Lord, Your name is Holy,","","Tom Shirey. * Copyright © 1987 Mercy Publishing/ Kingsway's Thankyou Music.","Tom Shirey","","",
"Lord, Your name is wonderful,","","Barry Taylor. * Copyright © 1990 Kingsway's Thankyou Music.","Barry Taylor","","",
"Lord, You're faithful and just,","","Don Moen. * Copyright © 1986 Integrity's Hosanna! Music. Adm. Kingsway's Thankyou Music.","Don Moen","","",
"Lord, you've been good to me","","Graham Kendrick * Copyright © 2001 Make Way Music","Graham Kendrick","","",
"Lost in the shuffle,","","Wayne Drain. * Copyright © 1996 Kingsway's Thankyou Music.","Wayne Drain","","",
"Love beyond measure,","","Dave Bilbrough. * Copyright © 1984 Kingsway's Thankyou Music.","Dave Bilbrough","","",
"Love came down at christmas,","","Christina Rossetti (1830–94). *","Christina Rossetti (1830–94)","","",
"Love divine,","","Charles Wesley. *","Charles Wesley","","",
"Love is patient,","","Stuart Townend * Copyright © 2000 Thankyou Music","Stuart Townend","","",
"Love, joy, peace","","David Lyle Morris * Copyright © 2000 Thankyou Music","David Lyle Morris","","",
"Love like a jewel","","Steve Bassett & Sue Rinaldi * Copyright © 2002 Thankyou Music","Steve Bassett | Sue Rinaldi","","",
"Love songs from heaven","","Noel & Tricia Richards. * Copyright © 1996 Kingsway's Thankyou Music.","Noel Richards | Tricia Richards","","",
"Low in the grave He lay;","","Robert Lowry. *","Robert Lowry","SOF #378","",
"Magnificat,","","Taizé, music: Jacques Berthier (1923-94) * Copyright © Ateliers et Presses de Taizé","Taizé | music: Jacques Berthier (1923-94)","","",
"Magnificent warrior","","Graham Kendrick. * Copyright © 1985 Kingsway's Thankyou Music.","Graham Kendrick","","",
"Majesty,","","Jack W. Hayford. * Copyright © 1976 Rocksmith Music/ Leosong Copyright Service.","Jack W. Hayford","","",
"Make a joyful melody,","","Dave Bilbrough. * Copyright © 1988 Kingsway's Thankyou Music.","Dave Bilbrough","","",
"Make me a channel of Your peace.","","Sebastian Temple. * Copyright © 1967 Sebastian Temple/ OCP Publications/Adm. by Calamus.","Sebastian Temple","","",
"Make me, Lord, a dreamer","","For permission to reproduce this song for non-commercial purposes, * please contact Calamus, 30 North Terrace, Mildenhall, Suffolk, IP28 7AB   Chris Bowater. Copyright © 1983 Sovereign Lifestyle Music.","For permission to reproduce this song for non-commercial purposes","","",
"Make us a house of prayer,","","Daniel Brymer. * Copyright © 1990 Grace! Music.","Daniel Brymer","","",
"Make us one, Lord,","","Maldwyn Pope. * Copyright © 1988 Samsongs/Coronation Music/ Kingsway's Thankyou Music.","Maldwyn Pope","","",
"Make way,","","Graham Kendrick. * Copyright © 1986 Kingsway's Thankyou Music.","Graham Kendrick","","",
"Makes You wanna dance,","","Russell Fragar. * Copyright © 1993 Russell Fragar/Hillsongs Australia/Kingsway's Thankyou Music.","Russell Fragar","","",
"Man of sorrows!","","Philipp Bliss. *","Philipp Bliss","","",
"Many are the words we speak,","","Matt Redman * Copyright © 1997 Thankyou Music","Matt Redman","","",
"Mary's Boy Child","","Sony/ATV Music Publishing LLC, BOURNE CO","Frank Farian | Fred Jay | Jester Hairstone","","",
"Master, speak! thy servant heareth,","","Frances Ridley Havergal. *","Frances Ridley Havergal","","",
"May God be gracious to us","","Ian White. * Copyright © 1987 Little Misty Music/Kingsway's Thankyou Music.","Ian White","","",
"May I sing a song of love","","David Gate. * Copyright © 1997 Kingsway's Thankyou Music.","David Gate","","",
"May my eyes see more of You,","","Doug Horley * Copyright © 1999 Thankyou Music","Doug Horley","","",
"May my life","","Dave Bilbrough. * Copyright © 1990 Kingsway's Thankyou Music.","Dave Bilbrough","","",
"May our worship be as fragrance,","","Chris Bowater. * Copyright © 1992 Sovereign Lifestyle Music.","Chris Bowater","","",
"May the fragrance","","Graham Kendrick. * Copyright © 1986 Kingsway's Thankyou Music.","Graham Kendrick","","",
"May the mind of Christ my Saviour","","Kate B. Wilkinson (1859-1928) *","Kate B. Wilkinson (1859-1928)","","",
"May the words of my mouth","","Tim Hughes & Rob Hill * Copyright © 2000 Thankyou Music","Tim Hughes | Rob Hill","","",
"May we be a shining light","","Chris Christensen. * Copyright © 1986 Integrity's Hosanna! Music. Adm. Kingsway's Thankyou Music.","Chris Christensen","","",
"Meekness and Majesty,","","Graham Kendrick. * Copyright © 1986 Kingsway's Thankyou Music.","Graham Kendrick","","",
"Men of faith, rise up and sing;","Shout to the north;","Martin Smith. * Copyright © 1995 Curious? Music UK/Adm. by Kingsway's Thankyou Music.","Martin Smith","SOF #921","",
"Merciful God and Father,","","John Chisum & Gary Sadler. * Copyright © 1994 Integrity's Hosanna! Music/ Adm. by Kingsway's Thankyou Music.","John Chisum | Gary Sadler","","",
"Merciful Lord","","S. Monteiro, English: Word & Music * Copyright © S. Monteiro / Copyright Control English words © 1995 Word & Music/Jubilate Hymns Ltd","S. Monteiro | English: Word | Music","","",
"Mercy, mercy, Lord","","Lynn DeShazo & Gary Sadler * Copyright © 1997 Integrity's Hosanna! Music/Sovereign Music UK","Lynn DeShazo | Gary Sadler","","",
"Mighty God, everlasting Father","","Chris Bowater and Mark & Helen Johnson. * Copyright © 1991 Sovereign Lifestyle Music.","Chris Bowater and Mark | Helen Johnson","","",
"Mighty God, gracious King","","Maggi Dawn. * Copyright © 1987 Kingsway's Thankyou Music.","Maggi Dawn","","",
"Mighty is our God,","","Eugene Greco, Gerrit Gustafson, Don Moen * Copyright © 1989 Integrity's Hosanna! Music/ Adm. by Kingsway's Thankyou Music.","Eugene Greco | Gerrit Gustafson | Don Moen","","",
"Mighty is the Lord","","A. P. Douglas. * Copyright © 1997 Kingsway's Thankyou Music.","A. P. Douglas","","",
"Mighty, mighty Lord.","","Carol Owen. * Copyright © 1994 Kingsway's Thankyou Music.","Carol Owen","","",
"More love more power","","Jude Del Hierro. * Copyright © 1987 Mercy/Vineyard Publishing/Adm. by CopyCare.","Jude Del Hierro","","",
"More than I could hope or dream of,","","Reuben Morgan * Copyright © 1999 Reuben Morgan/Hillsong Publishing/ Kingsway Music","Reuben Morgan","","",
"More than oxygen,","","Brian Doerksen. * Copyright © 1994 Mercy/Vineyard Publishing/ Adm. by CopyCare.","Brian Doerksen","","",
"Morning has broken","","Eleanor Farjeon. * Copyright © David Higham Associates Ltd.","Eleanor Farjeon","","",
"Most Holy judge,","","Steve & Vikki Cook. * Copyright © 1991 People of Destiny International/Word Music/Adm. by CopyCare.","Steve Cook | Vikki Cook","","",
"Move Holy Spirit,","","For permission to reproduce this song for non-commercial purposes, * please contact David Higham Associates, 5-8 Lower John Street, Golden Square, London, W1R 3PE  Patricia Morgan. Copyright © 1984 Kingsway's Thankyou Music.","For permission to reproduce this song for non-commercial purposes","","",
"Mukti dilaye","","Author unknown. *","Author unknown","","",
"My first love","","Stuart Townend. * Copyright © 1996 Kingsway's Thankyou Music.","Stuart Townend","","",
"My friend and King,","","James Taylor * Copyright © 1997 Thankyou Music","James Taylor","","",
"My God, how wonderful thou art,","","Frederick W. Faber. *","Frederick W. Faber","","",
"My God is a rock","","Kate Simmonds & Mark Edwards * Copyright © 2002 Thankyou Music","Kate Simmonds | Mark Edwards","","",
"My God is so big","","Author unknown  * Copyright control","Author unknown","","",
"My God shall supply all my needs,","","Ian Smale. * Copyright © 1993 Kingsway's Thankyou Music.","Ian Smale","","",
"My heart is captivated, Lord","","Lara Martin (Abundant Life Ministries, Bradford, England) * Copyright © 2002 Thankyou Music","Lara Martin (Abundant Life Ministries | Bradford | England)","","",
"My heart is filled with thankfulness","","© 2003 Thankyou Music","Keith Getty and Stuart Townend","","",
"My heart is full","","Graham Kendrick. * Copyright © 1991 Make Way Music.","Graham Kendrick","","",
"My heart is not raised up too high,","","Maggi Dawn. * Copyright © 1996 Kingsway's Thankyou Music.","Maggi Dawn","","",
"My heart, I want to give","","Chris Williams. * Copyright © 1993 Kingsway's Thankyou Music.","Chris Williams","","",
"My hope is in the Lord","","Robin Mark * Copyright © 2000 Thankyou Music","Robin Mark","","",
"My hope rests firm","","Keith Getty & Richard Creighton * Copyright © 2001 Thankyou Music","Keith Getty | Richard Creighton","","",
"My Jesus, my lifeline,","","Tim Hughes. * Copyright © 1997 Kingsway's Thankyou Music.","Tim Hughes","","",
"My Jesus, my Saviour;","","Darlene Zschech. * Copyright © 1993 Darlene Zschech/Hillsongs Australia/Kingsway's Thankyou Music.","Darlene Zschech","SOF #935","",
"My life is in You, Lord,","","Daniel Gardner. * Copyright © 1986 Integrity's Hosanna! Music/ Adm. Kingsway's Thankyou Music.","Daniel Gardner","","",
"My lips shall praise You,","","Noel & Tricia Richards. * Copyright © 1991 Kingsway's Thankyou Music.","Noel Richards | Tricia Richards","","",
"My Lord, He is the fairest of the fair,","","Joan Parsons. * Copyright © 1978 Kingsway's Thankyou Music.","Joan Parsons","","",
"My Lord, what love is this","","Graham Kendrick.  * Copyright © 1989 Make Way Music.","Graham Kendrick","","",
"My peace I give unto you","","Keith Routledge. * Copyright © 1975 Sovereign Music UK.","Keith Routledge","","",
"My song is love unknown,","","Samuel Crossman. *","Samuel Crossman","","",
"My soul longs for You,","","David Fellingham.  * Copyright © 1988 Kingsway's  Thankyou Music.","David Fellingham","","",
"My troubled soul","","Robert Critchley * Copyright © 2001 Thankyou Music","Robert Critchley","","",
"My trust is in the name of the Lord","","Laurie Jasurda. * Copyright © 1990 Integrity's Hosanna! Music/ Adm. by Kingsway's Thankyou Music.","Laurie Jasurda","","",
"Name above all names","","Neil Bennetts * Copyright © 2000 Daybreak Music Ltd","Neil Bennetts","","",
"Name of all Majesty,","","Timothy Dudley-Smith. * Copyright © 1979 Timothy Dudley-Smith.","Timothy Dudley-Smith","","",
"Nearer, my God, to thee,","","Sarah Flower Adams. *","Sarah Flower Adams","","",
"Never let my heart grow cold.","","Chris Roe. * Copyright © 1990 Kingsway's Thankyou Music.","Chris Roe","","",
"New covenant people","","David Fellingham. * Copyright © 1992 Kingsway's Thankyou Music.","David Fellingham","","",
"No eye has seen, no ear has heard,","","Paul & Rita Baloche & Ed Kerr. * Copyright © 1992 Integrity's Hosanna! Music/ Adm. by Kingsway's Thankyou Music.","Paul Baloche | Rita Baloche | Ed Kerr","","",
"No eye has seen,","","Mark Altrogge. * Copyright © 1990 Integrity's Hosanna! Music/ People of Destiny Int./Adm. by Kingsway's Thankyou Music.","Mark Altrogge","","",
"No longer just servants","","Matt Redman * Copyright © 1993 Thankyou Music","Matt Redman","","",
"No one is like You, O Lord;","","Carol Owen. * Copyright © 1994 Kingsway's Thankyou Music.","Carol Owen","","",
"No other name","","Robert Gay. * Copyright © 1988 Integrity's Hosanna! Music/ Adm. by Kingsway's Thankyou Music.","Robert Gay","","",
"No scenes of stately Majesty","","Graham Kendrick * Copyright © 1997 Make Way Music","Graham Kendrick","","",
"No weapon formed,","","Tom Dowell. * Copyright © 1984 Christian Fellowship of Columbia.","Tom Dowell","","",
"None other is more worthy","","Geraldine Latty * Copyright © 2002 Thankyou Music","Geraldine Latty","","",
"No-one but You, Lord","","Andy Park.  * Copyright © 1988 Mercy/Vineyard Publishing/Adm. by CopyCare.","Andy Park","","",
"Not by words and not by deeds","","Martyn Layzell * Copyright © 1999 Thankyou Music","Martyn Layzell","","",
"Not unto us,","","Philip Lawson Johnston. * Copyright © 1989 Kingsway's Thankyou Music.","Philip Lawson Johnston","","",
"Not without a cause","","Bill Anderson. * Copyright © 1985 Kingsway's Thankyou Music.","Bill Anderson","","",
"Nothing in this world,","","Tim Hughes * Copyright © 1998 Thankyou Music","Tim Hughes","","",
"Nothing is too much to ask","","Matt Redman & Mike Pilavachi * Copyright © 2000 Thankyou Music","Matt Redman | Mike Pilavachi","","",
"Nothing shall separate us;","","Noel & Tricia Richards. * Copyright © 1989 Kingsway's Thankyou Music.","Noel Richards | Tricia Richards","SOF #947","",
"Now has come salvation","","Mark Stevens (Abundant Life Ministries, Bradford, England) * Copyright © 2002 Thankyou Music","Mark Stevens (Abundant Life Ministries | Bradford | England)","","",
"Now, in reverence and awe","","Graham Kendrick * Copyright © 1993 Make Way Music","Graham Kendrick","","",
"Now thank we all our God,","","Martin Rinkart. * Tr. Catherine Winkworth.","Martin Rinkart","","",
"Now unto the King","","Joey Holder.  * Copyright © 1984 Far Lane Music Publishing/  Kingsway's Thankyou Music.","Joey Holder","","",
"O breath of God, breathe on us now,","","Alfred Vine. *","Alfred Vine","","",
"O breath of life, come sweeping through us,","","Elizabeth Porter Head. *","Elizabeth Porter Head","","",
"O changeless Christ","","Timothy Dudley-Smith * Copyright © Timothy Dudley-Smith","Timothy Dudley-Smith","","",
"O come, all ye faithful,","","Tr. Frederick Oakeley, altd. *","Tr. Frederick Oakeley | altd","","",
"O come let us adore Him,","","Author unknown. *","Author unknown","","",
"O come, O come, Emmanuel,","","Tr. John Mason Neale, altd. *","Tr. John Mason Neale | altd","","",
"O dear God, we ask for Your favour","","Marty Sampson * Copyright © 1999 Marty Sampson/Hillsong Publishing/Kingsway Music","Marty Sampson","","",
"O Father of the fatherless,","","Graham Kendrick. * Copyright © 1992 Make Way Music.","Graham Kendrick","","",
"O for a closer walk with God (Getty)","","William Cowper (1731-1800), adapt. Keith Getty * Copyright © 2001 Thankyou Music","William Cowper (1731-1800) | adapt. Keith Getty","","",
"O for a closer walk with God,","","William Cowper. *","William Cowper","","",
"O for a heart to praise my God,","","Charles Wesley. *","Charles Wesley","","",
"O for a thousand tongues","","Charles Wesley. *","Charles Wesley","","",
"O give thanks","","Joanne Pond.  * Copyright © 1980 Kingsway's  Thankyou Music.","Joanne Pond","","",
"O God, be my strength","","John Paculabo. * Copyright © 1993 Kingsway's Thankyou Music.","John Paculabo","","",
"O God beyond all praising,","","Michael Perry. * Copyright © Mrs B Perry/Jubilate Hymns.","Michael Perry","","",
"O God, most high,","","Jamie Owens-Collins. * Copyright © Fairhill Music/Adm. by CopyCare.","Jamie Owens-Collins","","",
"O God my creator,","","Graham Kendrick. * Copyright © 1979 Kingsway's Thankyou Music.","Graham Kendrick","","",
"O God of burning, cleansing flame:","","William Booth. * Adpt. Lex Loizides. Copyright © 1994 Kingsway's Thankyou Music.","William Booth","","",
"O God of love","","Louise & Nathan Fellingham * Copyright © 2000 Thankyou Music","Louise Fellingham | Nathan Fellingham","","",
"O God, our help in ages past,","","Isaac Watts. *","Isaac Watts","","",
"O heaven, is in my heart.","","Graham Kendrick.  * Copyright © 1991 Make Way Music.","Graham Kendrick","","",
"O Jesus, I have promised","","John Ernest Bode. *","John Ernest Bode","","",
"O Jesus, Son of God,","","Matt Redman * Copyright © 1999 Thankyou Music","Matt Redman","","",
"O l will sing unto You with joy,","","Shona Sauni. * Copyright © 1982 Scripture in Song, a division of Integrity Music/Adm. by Kingsway's Thankyou Music.","Shona Sauni","","",
"O let the Son of God enfold You","","John Wimber. * Copyright © 1979 Mercy/Vineyard Publishing/Adm. by CopyCare.","John Wimber","","",
"O little town of bethlehem,","","Philips Brooks. *","Philips Brooks","","",
"O Lord, arise,","","Craig Musseau. * Copyright © 1992 Mercy/Vineyard Publishing/ Adm. by CopyCare.","Craig Musseau","","",
"O Lord, give me an undivided heart","","Chris Roe/Dave Markee. * Copyright © 1990 Kingsway's Thankyou Music.","Chris Roe/Dave Markee","","",
"O Lord, have mercy on me,","","Carl Tuttle. * Copyright © 1985 Mercy/Vineyard Publishing/Adm. by CopyCare.","Carl Tuttle","","",
"O Lord, hear my prayer;","","Jacques Berthier/Taizé. * Copyright © 1982 Ateliers et Presses de Taize (France).","Jacques Berthier/Taizé","SOF #423","",
"O Lord, how I love to sing Your praises.","","Chris DuPré. * Copyright © Heart of David Music.","Chris DuPré","","",
"O Lord, I am devoted to You,","","Martyn Layzell * Copyright © 1998 Thankyou Music","Martyn Layzell","","",
"O Lord I want to sing Your praises,","","Andy Park. * Copyright © 1991 Andy Park/Kingsway's Thankyou Music.","Andy Park","","",
"O Lord, most Holy God,","","For permission to reproduce this song for non-commercial purposes, * please contact Calamus, 30 North Terrace, Mildenhall, Suffolk, IP28 7AB  Wendy Churchill. Copyright © 1980 Word's Spirit of Praise Music/Adm. by CopyCare.","For permission to reproduce this song for non-commercial purposes","","",
"O Lord my God;","","Stuart K. Hine. * Copyright © 1953 Stuart K. Hine/ Kingsway's Thankyou Music.","Stuart K. Hine","SOF #425","",
"O Lord our God, You are a great God,","","Mike Kerry. * Copyright © 1982 Kingsway's  Thankyou Music.","Mike Kerry","","",
"O Lord our God, how majestic is Your name","","Phil Lawson Johnston.  * Copyright © 1982 Kingsway's  Thankyou Music.","Phil Lawson Johnston","","",
"O Lord, our Lord, how excellent is your name","","Hilary Davies.  * Copyright © 1988 Samsongs/Coronation Music/  Kingsway's Thankyou Music.","Hilary Davies","","",
"O Lord, our Lord, Your name is great","","Andrew & Shirley Rogers * Copyright © 2000 Thankyou Music","Andrew Rogers | Shirley Rogers","","",
"O Lord our Lord,","","Michael W. Smith. * Copyright © 1981 Meadowgreen Music/EMI Christian Music Publishing/Adm. by CopyCare.","Michael W. Smith","","",
"O Lord, the clouds are gathering,;","","Graham Kendrick.  * Copyright © 1987 Make Way Music.","Graham Kendrick","","",
"O Lord, when I wake up","","Brian Houston * Copyright © 2000 Thankyou Music","Brian Houston","","",
"O Lord, You are first in my life","","Jonathan James (Abundant Life Ministries, Bradford, England) * Copyright © 2002 Thankyou Music","Jonathan James (Abundant Life Ministries | Bradford | England)","","",
"O Lord, You are my God,","","David J. Hadden. * Copyright © 1983 Restoration Music Ltd./ Adm. by Sovereign Music UK.","David J. Hadden","","",
"O Lord, You are my light,","","David Fellingham. * Copyright © 1983 Kingsway's Thankyou Music.","David Fellingham","","",
"O Lord, You are my rock and my Redeemer;","","Jon Soper, Mark Robinson & John Peters. * Copyright © 1994 Kingsway's Thankyou Music.","Jon Soper | Mark Robinson | John Peters","","",
"O Lord, Your tenderness","","Graham Kendrick. * Copyright © 1986 Kingsway's  Thankyou Music.","Graham Kendrick","","",
"O Lord, You're beautiful,","","Keith Green. * Copyright © 1980 Birdwing Music/ BMGSongs/EMIChristian Music Publishing/ Adm. by CopyCare.","Keith Green","","",
"O Lord, You're great,","","Ian Smale. * Copyright © 1985 Kingsway's Thankyou Music.","Ian Smale","","",
"O love that wilt not let me go,","","George Matheson. *","George Matheson","","",
"O magnify the Lord","","Maggi Dawn.  * Copyright © 1986 Kingsway's  Thankyou Music.","Maggi Dawn","","",
"O my Lord, You are most glorious,","","Geoff Roberts.  * Copyright © 1990 Kingsway's  Thankyou Music.","Geoff Roberts","","",
"O my Saviour, lifted","","William W. How. *","William W. How","","",
"O my soul, arise and bless Your maker,","","Stuart Townend * Copyright © 1999 Thankyou Music","Stuart Townend","","",
"O praise ye the Lord!","","Henry W. Baker. *","Henry W. Baker","","",
"O precious sight;","","2007 Thank You music","Vicky Beeching","SH09 #65","",
"O righteous God","","Maldwyn Pope. * Copyright © 1989 Samsongs/Coronation Music Publishing/Kingsway's Thankyou Music.","Maldwyn Pope","","",
"O sacred head, once wounded,","","Paulus Gerhardt. * Tr. James W. Alexander.","Paulus Gerhardt","","",
"O sacred King,","","Matt Redman * Copyright © 1999 Thankyou Music","Matt Redman","","",
"O taste and see (Bilborough)","","Dave Bilbrough * Copyright © 1999 Thankyou Music","Dave Bilbrough","","",
"O taste and see that the Lord is good","","Phil Rogers.  * Copyright © 1984 Kingsway's  Thankyou Music.","Phil Rogers","","",
"O, that You would bless me,","","Phil Rogers.  * Copyright © 1988 Kingsway's  Thankyou Music.","Phil Rogers","","",
"O the deep, deep love of Jesus!","","Samuel Trevor Francis. *","Samuel Trevor Francis","","",
"O, the joy of Your forgiveness,","","Dave Bilbrough. * Copyright © 1988 Kingsway's  Thankyou Music.","Dave Bilbrough","","",
"O, the love of God is boundless","","D.R. Edwards. adapt. by Graham Kendrick * Words in this version Copyright © 2001 Make Way Music","D.R. Edwards. adapt. by Graham Kendrick","","",
"O the valleys shall ring","","Dave Bilbrough. * Copyright © 1980 Kingsway's  Thankyou Music.","Dave Bilbrough","","",
"O thou who camest from above","","Charles Wesley. *","Charles Wesley","","",
"O, we are more than conquerors.","","Steven Fry. * Copyright © 1986 Birdwing Music/ Adm. by CopyCare.","Steven Fry","","",
"O worship the King,","","Robert Grant. *","Robert Grant","","",
"O worship the Lord","","John S. B. Monsell. *","John S. B. Monsell","","",
"Oh fallen one","","James Gregory * Copyright © 2000 Thankyou Music","James Gregory","","",
"Oh kneel me down again","","Brenton Brown * Copyright © 1999 Vineyard Songs (UK/Eire)/Adm. by CopyCare","Brenton Brown","","",
"Oh, lead me","","Martin Smith. * Copyright © Curious? Music UK/Adm. by Kingsway's Thankyou Music.","Martin Smith","","",
"Oh, our Lord and King,","","Alan Rose. * Copyright © 1997 Kingsway's Thankyou Music.","Alan Rose","","",
"Oh, the mercy of God,","","Geoff Bullock. * Copyright © 1997 Watershed Productions/ Kingsway's Thankyou Music.","Geoff Bullock","","",
"Oi, oi, we are gonna praise the Lord","","Doug Horley * Copyright © 1997 Thankyou Music","Doug Horley","","",
"On Holy Ground (SH08-77)","","2006 Thankyou Music/The Livingstone Collective","Martyn Layzell | Nathan Fellingham | busbee","","",
"Once I was far away","","Kristyn Lennox & Keith Getty * Copyright © 2002 Thankyou Music","Kristyn Lennox | Keith Getty","","",
"Once, in royal david's city,","","Cecil F. Alexander. *","Cecil F. Alexander","","",
"One more step along the world I go","","Sydney Carter * Copyright © 1971 Stainer & Bell Ltd","Sydney Carter","","",
"One sacrifice and I am free","","James Gregory * Copyright © 2000 Thankyou Music","James Gregory","","",
"One shall tell another,","","Graham Kendrick. * Copyright © 1981 Kingsway's  Thankyou Music.","Graham Kendrick","","",
"One thing I ask (Oakley)","","Paul Oakley * Copyright © 2000 Thankyou Music","Paul Oakley","","",
"One thing I ask, one thing I seek","","Andy Park. * Copyright © 1989 Mercy/Vineyard Publishing/Adm. by CopyCare.","Andy Park","","",
"One thing I have been asking","","Evan Rogers * Copyright © 2000 Thankyou Music","Evan Rogers","","",
"One thing remains (SH12 24)","","","Author Unknown","","",
"One voice,","","Dave Bilbrough * Copyright © 1999 Thankyou Music","Dave Bilbrough","","",
"Only by grace","","Gerrit Gustafson.  * Copyright © 1989 Integrity's Hosanna! Music. Adm. Kingsway's Thankyou Music.","Gerrit Gustafson","","",
"Only one thing","","Maggi Dawn. * Copyright © 1992 Kingsway's Thankyou Music.","Maggi Dawn","","",
"Only You","","James Taylor * Copyright © 2000 Thankyou Music","James Taylor","","",
"Onward, Christian soldiers,","","Sabine Baring-Gould. *","Sabine Baring-Gould","","",
"Open our eyes, Lord,","","Robert Cull. * Copyright © 1976 Maranatha! Music/ Adm. by CopyCare.","Robert Cull","","",
"Open the doors of praise.","","Ian White. * Copyright © 1997 Little Misty Music/Kingsway's Thankyou Music.","Ian White","","",
"Open the eyes of my heart;","","Paul Baloche * Copyright © 1997 Integrity Hosanna! Music/Sovereign Music UK","Paul Baloche","SOF #1490","",
"Open up the gates of heaven.","","Paul Oakley * Copyright © 1998 Thankyou Music","Paul Oakley","","",
"Open up the skies","","Chris Tomlin, Louie Giglio & Jesse Reeves * Copyright © 2000 worshiptogether.com songs/Six Steps Music/ Adm. by Kingsway Music","Chris Tomlin | Louie Giglio | Jesse Reeves","","",
"Open Your eyes,","","Carl Tuttle. * Copyright © 1985 Mercy/Vineyard Publishing/Adm. by CopyCare.","Carl Tuttle","","",
"Opening our hearts to You","","James Gregory * Copyright © 2002 Thankyou Music","James Gregory","","",
"Our confidence is in the Lord,","","Noel & Tricia Richards.  * Copyright © 1989 Kingsway's  Thankyou Music.","Noel Richards | Tricia Richards","","",
"Our Father in heaven, Hallowed be Your name;","","Keith Routledge. * Copyright © 1992 Kingsway's Thankyou Music/Sovereign Music UK.","Keith Routledge","SOF #970","",
"Our Father in heaven, Holy is your name","","Brian Doerksen & Michael Hansen. * Copyright © 1990 Mercy/Vineyard Publishing/ Adm. by CopyCare.","Brian Doerksen | Michael Hansen","","",
"Our God is an awesome God;","","Rich Mullins. * Copyright © 1989 Edward Grant Inc/ BMG Music Publishing Ltd/Adm. by CopyCare.","Rich Mullins","SOF #453","",
"Our God is awesome in power,","","Noel & Tricia Richards. * Copyright © 1992 Kingsway's Thankyou Music.","Noel Richards | Tricia Richards","","",
"Our God is great.","","Dave Bilbrough. * Copyright © 1996 Kingsway's Thankyou Music.","Dave Bilbrough","","",
"Our God is Greater;;","Water You turned into wine;","Copyright 2010 Thankyou Music/Kingswaysongs","Matt Redman | Jonas Myrin | Chris Tomlin | Jesse Reeves","SH11 #84","",
"Our God is strong and mighty,","","Stuart Townend & Gary Sadler * Copyright © 2000 Integrity's Hosanna! Music/Sovereign Music UK/ & Thankyou Music","Stuart Townend | Gary Sadler","","",
"Our master, our Saviour,","","Viola Grafstrom * Copyright © 1998 Thankyou Music","Viola Grafstrom","","",
"Our passion is for You,","","John Gibson. * Copyright © 1994 Kingsway's Thankyou Music.","John Gibson","","",
"Out of Your great love,","","Patricia Morgan. * Copyright © 1986 Kingsway's Thankyou Music.","Patricia Morgan","","",
"Over all the earth,","","Brenton Brown * Copyright © 1998 Vineyard Songs (UK/Eire)/Adm. by CopyCare","Brenton Brown","","",
"Over, over","","Noel Robinson * Copyright © 2000 Thankyou Music","Noel Robinson","","",
"Over the heavens above,","","Nigel Leppitt. * Copyright © 1992 Kingsway's Thankyou Music.","Nigel Leppitt","","",
"Over the mountains and the sea;","","Martin Smith. * Copyright © 1994 Curious? Music UK/Adm. by Kingsway's Thankyou Music.","Martin Smith","SOF #975","",
"Overwhelmed by love,","","Noel Richards. * Copyright © 1994 Kingsway's Thankyou Music.","Noel Richards","","",
"Peace is flowing like a river,","","Author unknown. *","Author unknown","","",
"Peace like a river,","","John Watson. * Copyright © 1989 Ampelos Music/ Adm. by CopyCare.","John Watson","","",
"Peace, perfect peace is the gift of Christ","","Kevin Mayhew * Copyright © 1976 Kevin Mayhew Ltd","Kevin Mayhew","","",
"Peace, perfect peace, in this dark world of sin","","E. H. Bickersteth. *","E. H. Bickersteth","","",
"Peace to You.","","Graham Kendrick.  * Copyright © 1988 Make Way Music.","Graham Kendrick","","",
"Power from on high,","","Ian White. * Copyright © 1993 Little Misty Music/Kingsway's Thankyou Music.","Ian White","","",
"Praise and glory,","","Eddie Espinosa. * Copyright © 1993 Mercy/Vineyard Publishing/ Adm. by CopyCare.","Eddie Espinosa","","",
"Praise God for the body,","","Anne Ortlund.  * Copyright © 1970 Singspiration Music/ John T. Benson Publishing Co./ Adm. by CopyCare.","Anne Ortlund","","",
"Praise God from whom all blessings flow, Doxology","","Ken Thomas. * Copyright © 1972 Bud John Songs/ EMI Christian Music Publishing/ Adm. by CopyCare.","Ken Thomas","","",
"Praise God from whom all blessings flow,","","Dave Clifton and Andy Piercy. * Copyright © 1993 I Q Music.","Dave Clifton and Andy Piercy","","",
